hour_of_day,day_of_week,is_weekend,is_peak_hour,stop_count,distance_km,weather,congestion_index,passenger_load,actual_travel_time_minutes
9,2,0,1,6,23.1,1,0.707,0.607,106.0
14,1,0,0,5,5.7,0,0.398,0.389,23.7
6,2,0,0,8,6.7,0,0.298,0.341,32.3
17,2,0,1,4,10.1,0,0.73,0.869,46.0
7,2,0,1,5,24.6,2,0.719,0.65,123.0
18,6,1,1,12,6.4,0,0.379,0.834,26.0
18,5,1,1,10,20.9,2,0.859,0.738,98.9
6,5,1,0,9,28.8,4,0.369,0.402,127.8
20,2,0,0,3,6.4,0,0.223,0.445,19.8
12,2,0,0,7,17.6,0,0.192,0.485,63.4
11,1,0,0,3,3.9,0,0.3,0.264,14.5
12,5,1,0,12,10.4,1,0.104,0.382,51.2
7,5,1,1,4,6.3,0,0.483,0.421,27.0
6,1,0,0,7,25.0,2,0.575,0.678,118.1
17,2,0,1,3,25.8,0,0.753,0.492,103.3
12,2,0,0,4,17.6,0,0.335,0.593,65.1
21,4,0,0,8,23.2,0,0.337,0.222,82.5
17,0,0,1,8,9.6,1,0.498,0.744,36.8
19,5,1,1,10,27.3,1,0.469,0.815,126.2
5,3,0,0,14,15.6,0,0.303,0.259,70.3
14,3,0,0,5,11.3,3,0.466,0.471,55.5
21,6,1,0,12,13.3,1,0.188,0.515,48.6
22,2,0,0,7,7.8,0,0.263,0.471,34.6
22,1,0,0,9,11.7,1,0.252,0.487,46.2
10,1,0,0,14,20.7,1,0.262,0.131,85.6
21,5,1,0,12,12.0,1,0.262,0.283,46.1
6,6,1,0,10,23.7,1,0.358,0.202,100.0
22,4,0,0,13,22.0,1,0.297,0.333,88.4
7,1,0,1,10,24.1,1,0.436,0.611,90.7
22,6,1,0,4,3.2,0,0.192,0.781,15.4
15,2,0,0,8,16.3,0,0.405,0.405,62.6
14,1,0,0,6,18.0,1,0.386,0.575,73.9
21,4,0,0,14,25.5,1,0.315,0.22,102.2
11,1,0,0,13,29.8,1,0.157,0.748,98.2
17,1,0,1,13,8.5,0,0.874,0.528,45.5
9,0,0,1,9,21.6,2,0.802,0.621,98.4
9,0,0,1,8,7.2,1,0.407,0.629,36.6
21,1,0,0,6,11.2,0,0.318,0.615,37.1
11,5,1,0,4,24.0,0,0.217,0.519,65.4
9,2,0,1,5,23.3,3,0.83,0.706,123.9
15,6,1,0,4,9.8,0,0.175,0.436,33.5
8,4,0,1,4,29.6,0,0.658,0.63,120.9
22,4,0,0,9,27.2,4,0.422,0.347,130.1
6,0,0,0,11,15.4,4,0.582,0.406,73.3
20,1,0,0,13,18.2,3,0.486,0.036,78.2
19,0,0,1,12,9.6,1,0.807,0.837,63.8
19,6,1,1,3,7.5,0,0.678,0.89,30.1
19,0,0,1,3,18.9,1,0.775,0.626,76.6
5,6,1,0,8,24.0,0,0.139,0.591,80.5
22,1,0,0,8,8.1,4,0.384,0.326,48.4
9,4,0,1,6,5.5,0,0.37,0.721,23.1
9,3,0,1,6,15.6,4,0.705,0.623,89.1
19,0,0,1,9,10.0,0,0.757,0.528,46.0
13,4,0,0,4,3.1,2,0.687,0.825,16.1
14,5,1,0,13,4.9,2,0.441,0.149,31.3
22,3,0,0,6,19.9,1,0.396,0.539,87.2
12,0,0,0,7,11.3,0,0.262,0.389,49.6
19,1,0,1,9,14.0,1,0.825,0.791,63.1
9,5,1,1,9,8.5,1,0.471,0.721,40.7
16,4,0,0,4,17.8,0,0.395,0.61,66.2
8,0,0,1,11,2.6,1,0.649,0.799,21.0
9,4,0,1,11,28.4,1,0.634,0.776,116.5
8,2,0,1,5,16.3,0,0.724,0.764,57.5
8,2,0,1,13,9.7,0,0.505,0.497,49.2
21,2,0,0,3,9.6,1,0.32,0.459,36.0
11,6,1,0,8,26.7,0,0.13,0.426,83.8
17,5,1,1,14,20.7,2,0.728,0.678,94.0
6,0,0,0,14,20.0,0,0.382,0.518,62.2
8,6,1,1,7,15.8,0,0.472,0.689,66.5
14,2,0,0,10,21.9,0,0.506,0.216,86.2
17,1,0,1,12,21.6,0,0.675,0.502,108.2
8,6,1,1,14,14.2,1,0.78,0.827,73.2
5,3,0,0,10,13.4,0,0.263,0.187,65.1
21,5,1,0,14,24.3,0,0.207,0.352,92.9
8,0,0,1,9,3.8,4,0.795,0.585,26.5
9,0,0,1,10,27.7,0,0.566,0.663,105.4
14,3,0,0,11,5.2,4,0.409,0.355,29.9
10,4,0,0,12,6.7,0,0.444,0.399,28.4
18,6,1,1,5,26.1,4,0.854,0.789,147.5
16,0,0,0,6,3.6,1,0.263,0.67,19.0
11,5,1,0,14,3.8,0,0.226,0.562,30.8
9,6,1,1,5,6.2,1,0.556,0.688,36.3
18,4,0,1,12,7.4,1,0.842,0.501,44.0
16,4,0,0,10,24.5,0,0.229,0.461,92.7
20,5,1,0,9,20.2,4,0.521,0.591,103.4
21,4,0,0,10,25.3,1,0.272,0.513,102.1
7,1,0,1,5,23.3,0,0.437,0.645,77.5
19,2,0,1,10,2.8,0,0.48,0.481,21.5
22,6,1,0,13,26.8,0,0.195,0.479,99.3
14,0,0,0,3,5.0,0,0.487,0.475,21.4
20,3,0,0,10,25.1,1,0.208,0.311,76.8
19,2,0,1,6,4.2,1,0.73,0.934,27.7
18,5,1,1,6,25.2,4,0.486,0.766,105.1
22,0,0,0,6,29.1,0,0.294,0.281,98.8
20,2,0,0,4,16.0,1,0.315,0.207,67.5
13,4,0,0,10,16.6,0,0.193,0.236,67.3
10,3,0,0,14,12.6,1,0.317,0.295,65.7
15,6,1,0,9,22.3,4,0.208,0.584,93.9
8,1,0,1,4,21.8,4,0.491,0.614,87.5
21,0,0,0,4,9.3,0,0.012,0.415,34.2
15,6,1,0,12,20.7,2,0.377,0.2,105.6
12,6,1,0,12,29.6,0,0.211,0.584,90.3
7,4,0,1,9,13.4,0,0.685,0.454,67.2
10,4,0,0,12,27.2,0,0.278,0.349,104.9
7,2,0,1,9,4.8,0,0.602,0.625,28.9
22,2,0,0,7,25.7,1,0.266,0.048,92.2
15,5,1,0,14,22.0,0,0.099,0.692,74.1
17,4,0,1,14,5.6,0,0.623,0.44,40.5
5,0,0,0,13,27.3,0,0.395,0.423,114.6
17,3,0,1,3,19.9,0,0.669,0.812,76.9
11,3,0,0,9,20.6,1,0.37,0.29,81.1
11,2,0,0,6,22.4,0,0.173,0.348,79.5
16,0,0,0,8,18.4,1,0.251,0.366,87.5
5,4,0,0,12,27.0,0,0.408,0.434,104.1
9,2,0,1,6,9.5,0,0.612,0.905,45.1
18,1,0,1,10,16.2,1,0.727,0.334,82.8
14,0,0,0,7,11.3,0,0.236,0.373,42.1
11,5,1,0,13,19.9,0,0.125,0.479,79.0
20,6,1,0,14,26.6,2,0.408,0.458,114.5
19,2,0,1,11,15.4,0,0.467,0.849,61.5
14,2,0,0,4,19.2,0,0.398,0.732,74.6
12,2,0,0,14,28.9,0,0.375,0.278,120.4
19,4,0,1,4,22.1,1,0.712,0.305,91.1
19,1,0,1,3,7.0,1,0.604,0.749,33.7
21,2,0,0,4,15.0,2,0.389,0.417,58.7
5,4,0,0,14,4.3,2,0.408,0.546,37.3
8,6,1,1,8,29.4,0,0.73,0.614,141.1
22,4,0,0,11,3.9,0,0.452,0.355,21.5
8,2,0,1,7,25.7,1,0.712,0.689,111.4
21,2,0,0,13,16.8,1,0.352,0.719,69.7
7,5,1,1,3,21.0,3,0.888,0.63,114.3
8,0,0,1,14,8.8,2,0.852,0.796,55.0
9,3,0,1,14,22.3,0,0.694,1.0,90.3
7,1,0,1,5,23.8,1,0.649,0.609,90.2
21,4,0,0,14,2.9,0,0.231,0.6,22.6
17,0,0,1,5,24.6,1,0.491,0.495,94.5
16,6,1,0,3,20.6,2,0.566,0.331,89.9
10,2,0,0,4,14.4,2,0.258,0.383,57.6
9,3,0,1,11,6.0,0,0.723,0.56,36.0
21,0,0,0,13,9.0,0,0.288,0.133,46.9
22,4,0,0,11,11.7,2,0.415,0.389,62.2
5,6,1,0,10,2.9,2,0.252,0.315,21.7
19,3,0,1,12,10.9,1,0.469,0.814,63.4
17,1,0,1,9,17.5,1,0.733,0.656,86.9
21,4,0,0,10,10.6,2,0.369,0.144,52.1
15,5,1,0,13,5.7,0,0.091,0.178,24.3
19,0,0,1,11,28.5,4,0.7,0.798,145.0
5,2,0,0,8,10.0,1,0.297,0.163,39.0
12,4,0,0,3,18.9,0,0.189,0.416,58.7
10,5,1,0,9,20.9,1,0.096,0.324,80.6
21,4,0,0,10,7.3,0,0.087,0.461,33.8
15,1,0,0,5,21.3,0,0.367,0.385,74.0
15,1,0,0,12,12.0,2,0.296,0.33,46.9
18,1,0,1,4,21.4,3,0.809,0.639,116.0
14,5,1,0,3,12.3,1,0.431,0.285,46.9
13,2,0,0,6,9.6,2,0.405,0.355,46.6
13,3,0,0,11,6.6,1,0.373,0.38,34.0
13,2,0,0,8,29.1,2,0.4,0.183,116.3
5,5,1,0,8,3.2,0,0.137,0.542,17.4
15,3,0,0,6,15.5,0,0.449,0.759,64.6
13,0,0,0,9,9.5,3,0.569,0.462,51.6
5,6,1,0,6,26.1,2,0.548,0.298,102.4
22,4,0,0,14,5.4,0,0.222,0.2,32.5
7,5,1,1,7,8.3,1,0.389,0.403,40.6
12,3,0,0,12,2.9,0,0.356,0.091,19.8
22,5,1,0,5,22.9,0,0.057,0.181,67.5
7,3,0,1,8,7.3,0,0.672,0.882,40.0
15,1,0,0,12,21.3,2,0.385,0.478,84.4
9,1,0,1,13,20.3,2,0.668,0.716,104.7
17,1,0,1,7,26.6,1,0.494,1.0,119.1
12,0,0,0,12,20.3,1,0.171,0.23,81.5
18,1,0,1,9,28.9,4,0.945,0.425,163.9
10,1,0,0,5,11.8,0,0.34,0.641,47.2
12,4,0,0,4,6.8,1,0.241,0.229,27.9
16,1,0,0,10,21.3,2,0.492,0.333,101.0
6,6,1,0,4,4.0,3,0.636,0.358,19.3
15,3,0,0,4,15.2,0,0.29,0.41,50.5
20,4,0,0,13,21.7,0,0.388,0.634,78.2
14,1,0,0,3,11.5,0,0.444,0.566,46.1
6,5,1,0,8,22.2,0,0.198,0.436,68.1
21,5,1,0,3,8.9,1,0.152,0.255,24.4
19,2,0,1,8,25.8,2,0.788,0.912,113.7
21,2,0,0,14,5.2,0,0.205,0.217,35.7
13,5,1,0,5,28.4,0,0.212,0.394,103.1
21,6,1,0,5,10.7,1,0.304,0.403,38.5
15,6,1,0,10,10.5,1,0.416,0.605,49.4
15,6,1,0,4,20.6,3,0.422,0.316,87.2
9,5,1,1,13,18.7,1,0.772,0.732,70.7
7,4,0,1,4,22.0,2,0.564,0.832,92.8
17,6,1,1,5,29.8,1,0.5,1.0,115.9
11,5,1,0,7,11.7,0,0.198,0.413,38.0
10,3,0,0,3,4.4,2,0.575,0.541,21.8
12,3,0,0,3,10.9,1,0.133,0.393,39.2
15,4,0,0,8,20.0,2,0.53,0.635,112.2
8,3,0,1,5,11.3,0,0.726,0.38,55.8
18,4,0,1,9,24.4,0,0.934,0.743,122.3
20,6,1,0,7,9.9,0,0.281,0.175,35.8
15,4,0,0,7,10.8,0,0.382,0.39,40.0
16,6,1,0,9,7.9,3,0.398,0.322,42.1
13,5,1,0,3,4.8,0,0.117,0.478,20.1
13,2,0,0,9,13.3,1,0.41,0.064,56.4
10,5,1,0,8,20.0,2,0.252,0.559,69.2
19,0,0,1,12,20.9,2,0.843,0.742,106.6
9,6,1,1,8,16.4,1,0.779,0.441,86.2
13,5,1,0,7,22.6,0,0.232,0.571,82.1
11,0,0,0,7,25.8,2,0.347,0.348,101.8
15,3,0,0,6,22.4,0,0.461,0.601,99.3
20,1,0,0,8,4.8,1,0.207,0.388,29.4
12,5,1,0,5,27.8,4,0.29,0.388,112.5
9,2,0,1,11,20.6,1,0.506,0.882,95.1
12,5,1,0,8,18.1,4,0.224,0.36,84.3
6,6,1,0,10,7.2,2,0.075,0.632,40.6
18,6,1,1,10,19.9,2,0.304,0.667,75.7
18,0,0,1,11,6.5,2,0.931,0.77,38.4
15,0,0,0,10,22.7,2,0.42,0.4,101.7
21,6,1,0,10,22.5,0,0.156,0.284,71.4
15,6,1,0,14,28.8,0,0.25,0.284,99.0
14,4,0,0,9,2.5,0,0.205,0.133,18.8
17,4,0,1,3,13.5,0,0.689,0.68,49.8
8,3,0,1,11,4.1,0,0.666,0.585,22.7
5,2,0,0,4,9.3,0,0.248,0.368,29.7
5,4,0,0,8,2.5,0,0.197,0.561,11.9
13,0,0,0,8,8.8,0,0.252,0.498,29.7
5,2,0,0,12,26.7,3,0.281,0.468,115.9
18,1,0,1,8,26.8,1,0.731,0.511,130.3
21,5,1,0,10,11.4,1,0.296,0.34,48.6
19,4,0,1,13,4.5,0,0.862,0.387,35.9
5,0,0,0,9,6.0,0,0.54,0.606,28.9
22,4,0,0,10,28.6,4,0.529,0.371,137.1
18,5,1,1,12,16.7,0,0.39,0.901,68.3
14,2,0,0,13,9.9,0,0.343,0.0,40.4
12,6,1,0,5,17.8,1,0.257,0.389,65.8
18,5,1,1,14,24.0,0,0.348,0.942,105.9
20,0,0,0,13,10.2,1,0.252,0.472,49.3
12,2,0,0,6,15.0,0,0.452,0.373,54.3
16,6,1,0,5,2.5,0,0.14,0.513,10.9
10,4,0,0,6,17.3,0,0.361,0.606,60.6
22,0,0,0,8,25.0,0,0.34,0.444,83.3
13,6,1,0,11,20.9,0,0.0,0.441,70.6
11,5,1,0,13,2.6,3,0.32,0.26,18.2
15,1,0,0,12,15.0,0,0.094,0.422,48.8
17,4,0,1,13,12.2,4,0.865,0.821,71.6
10,6,1,0,9,3.8,1,0.282,0.192,28.5
14,1,0,0,4,17.7,0,0.259,0.149,56.2
6,4,0,0,9,25.3,0,0.294,0.727,95.2
13,1,0,0,7,3.3,3,0.561,0.206,20.6
7,4,0,1,6,23.1,0,0.465,0.33,80.8
22,3,0,0,3,9.6,0,0.324,0.74,36.8
8,6,1,1,10,26.1,2,0.872,0.618,125.0
22,1,0,0,4,27.3,4,0.488,0.568,125.7
9,4,0,1,12,3.3,2,0.956,0.761,30.9
20,3,0,0,4,11.8,0,0.368,0.275,46.1
22,4,0,0,12,28.8,0,0.232,0.313,92.0
15,4,0,0,4,26.9,4,0.222,0.067,109.7
22,2,0,0,6,19.3,1,0.209,0.387,63.5
21,0,0,0,9,23.6,1,0.465,0.228,93.7
21,4,0,0,8,26.7,1,0.465,0.491,103.3
20,1,0,0,3,2.3,1,0.437,0.296,11.3
11,2,0,0,10,14.5,0,0.156,0.329,58.6
8,4,0,1,13,2.6,0,0.542,0.706,23.3
22,4,0,0,4,26.3,0,0.332,0.664,114.1
10,3,0,0,4,15.7,0,0.355,0.786,46.1
14,1,0,0,14,16.8,2,0.456,0.272,72.4
10,1,0,0,13,20.1,4,0.486,0.428,94.8
20,3,0,0,7,14.5,1,0.13,0.321,48.4
18,6,1,1,5,9.7,0,0.375,0.644,37.8
19,3,0,1,6,4.1,0,0.626,0.422,21.8
8,0,0,1,8,13.2,0,0.667,0.883,56.0
5,2,0,0,8,25.8,0,0.279,0.302,88.1
12,0,0,0,12,24.5,0,0.251,0.34,89.9
9,5,1,1,8,15.1,4,0.782,0.776,80.5
15,1,0,0,4,24.1,0,0.275,0.669,75.3
13,1,0,0,5,29.3,0,0.317,0.615,90.7
5,6,1,0,8,16.8,1,0.051,0.501,55.4
17,6,1,1,12,29.8,0,0.381,0.786,110.9
8,4,0,1,6,17.7,2,0.749,0.952,84.9
13,1,0,0,3,25.5,1,0.185,0.334,84.0
18,3,0,1,12,4.6,3,0.906,0.794,40.4
10,6,1,0,11,25.3,2,0.527,0.58,119.4
19,1,0,1,7,26.0,0,0.618,0.778,93.0
13,1,0,0,7,24.2,0,0.265,0.558,84.6
21,6,1,0,14,24.9,2,0.359,0.421,111.5
14,4,0,0,12,15.6,0,0.291,0.706,65.1
9,0,0,1,13,19.5,2,0.724,0.537,98.8
11,5,1,0,10,4.1,1,0.31,0.474,22.0
13,1,0,0,10,28.2,2,0.484,0.222,120.6
19,4,0,1,13,23.0,0,0.603,0.67,89.8
10,0,0,0,12,22.6,0,0.182,0.333,84.6
7,5,1,1,8,25.8,2,0.865,0.774,132.6
22,4,0,0,5,23.6,0,0.235,0.344,87.8
17,4,0,1,6,2.6,4,0.979,0.477,19.6
8,1,0,1,3,7.8,1,0.532,0.488,36.2
14,6,1,0,11,15.0,2,0.333,0.804,60.0
20,6,1,0,12,24.9,0,0.051,0.393,82.0
14,2,0,0,14,17.3,0,0.321,0.46,85.1
6,3,0,0,12,12.6,0,0.391,0.39,63.6
20,5,1,0,8,2.2,1,0.284,0.506,11.0
22,4,0,0,8,7.6,1,0.128,0.017,36.8
20,5,1,0,6,23.3,2,0.334,0.413,91.4
7,5,1,1,6,13.5,4,0.792,0.945,72.4
12,2,0,0,14,22.2,3,0.455,0.326,122.6
7,2,0,1,9,3.4,1,0.773,0.616,21.3
10,0,0,0,10,20.4,2,0.54,0.558,71.5
7,2,0,1,13,20.5,1,0.635,0.532,101.8
13,0,0,0,14,16.3,1,0.38,0.344,76.8
19,5,1,1,9,22.8,2,0.87,0.505,120.9
22,5,1,0,12,8.3,0,0.215,0.275,33.3
14,3,0,0,11,21.5,0,0.185,0.489,73.7
21,5,1,0,5,27.5,1,0.278,0.348,100.1
19,5,1,1,12,24.0,0,0.67,0.44,102.8
18,1,0,1,14,2.5,2,0.641,0.646,23.1
14,3,0,0,3,4.4,1,0.393,0.566,16.6
17,4,0,1,11,3.7,1,0.713,0.722,24.4
6,2,0,0,8,18.1,1,0.287,0.323,68.1
19,1,0,1,14,9.0,1,0.751,0.804,51.0
9,6,1,1,4,2.1,4,0.744,0.817,12.1
17,4,0,1,8,3.1,0,0.669,1.0,21.6
6,6,1,0,3,2.9,2,0.345,0.377,13.7
11,2,0,0,8,6.8,1,0.155,0.238,26.8
5,4,0,0,6,29.9,0,0.314,0.358,96.7
21,1,0,0,13,27.3,0,0.301,0.601,99.4
15,1,0,0,7,24.0,4,0.481,0.219,110.4
10,1,0,0,7,28.1,0,0.376,0.634,106.4
17,3,0,1,11,6.3,0,0.492,0.453,41.3
22,4,0,0,12,17.7,4,0.485,0.418,82.0
8,1,0,1,5,9.2,1,0.632,0.602,44.8
15,2,0,0,9,5.3,0,0.266,0.019,21.0
8,6,1,1,12,19.0,1,0.603,0.804,77.2
6,6,1,0,10,18.1,0,0.316,0.527,69.9
17,0,0,1,10,11.6,0,0.499,0.797,47.0
10,1,0,0,14,22.7,1,0.274,0.346,93.8
19,2,0,1,7,26.5,2,0.768,0.644,135.9
15,5,1,0,8,23.9,0,0.15,0.443,85.0
8,0,0,1,13,21.5,0,0.531,0.376,89.8
17,6,1,1,7,21.9,1,0.707,0.884,115.0
13,6,1,0,7,17.3,4,0.314,0.413,73.7
16,5,1,0,13,11.8,0,0.224,0.401,49.7
6,5,1,0,9,16.0,0,0.048,0.131,56.0
11,5,1,0,3,19.5,1,0.316,0.493,67.0
19,0,0,1,10,24.8,0,0.542,0.649,99.2
8,5,1,1,14,4.7,2,0.506,0.898,32.7
16,4,0,0,10,26.7,1,0.293,0.299,114.6
12,3,0,0,14,26.7,4,0.527,0.502,140.3
10,3,0,0,6,19.9,0,0.302,0.276,61.8
9,6,1,1,11,25.6,0,0.335,0.526,94.8
8,5,1,1,12,3.3,0,0.483,0.767,29.7
21,1,0,0,10,13.3,1,0.127,0.129,57.3
13,6,1,0,9,7.3,4,0.292,0.491,41.7
19,4,0,1,3,23.6,0,0.631,0.568,97.3
6,6,1,0,7,15.3,0,0.076,0.463,47.2
16,3,0,0,7,21.6,0,0.184,0.645,69.9
16,6,1,0,3,18.0,1,0.199,0.427,56.5
7,5,1,1,3,27.7,1,0.31,0.729,98.7
19,6,1,1,3,5.9,1,0.583,0.583,22.1
16,1,0,0,4,12.5,1,0.278,0.308,51.2
14,0,0,0,4,8.4,1,0.295,0.447,32.5
10,3,0,0,9,22.3,0,0.224,0.56,69.2
8,6,1,1,7,29.6,0,0.602,0.935,122.1
16,2,0,0,13,5.9,2,0.625,0.498,35.4
13,3,0,0,13,4.7,1,0.38,0.385,33.2
5,6,1,0,8,17.4,0,0.205,0.408,62.5
15,1,0,0,14,2.5,0,0.485,0.404,23.4
21,5,1,0,8,18.9,0,0.21,0.362,67.9
22,4,0,0,6,7.1,1,0.325,0.637,32.0
16,1,0,0,12,26.4,0,0.102,0.298,87.4
22,4,0,0,14,12.4,0,0.356,0.224,59.3
8,0,0,1,8,9.5,3,0.856,0.79,53.7
6,4,0,0,3,2.8,1,0.144,0.51,12.1
20,3,0,0,11,9.2,0,0.267,0.228,47.1
21,2,0,0,5,11.0,4,0.343,0.666,48.5
17,6,1,1,9,25.0,2,0.575,0.899,106.4
6,2,0,0,14,24.7,1,0.333,0.405,98.1
11,4,0,0,6,4.0,0,0.423,0.526,19.6
16,6,1,0,14,8.5,0,0.132,0.118,34.7
17,5,1,1,6,11.0,2,0.733,0.812,59.3
20,6,1,0,4,20.3,0,0.288,0.38,64.1
22,5,1,0,13,4.1,0,0.045,0.231,19.9
11,3,0,0,8,24.7,0,0.391,0.518,84.8
12,1,0,0,8,27.2,1,0.38,0.6,105.7
7,3,0,1,6,10.5,1,0.675,0.686,50.0
19,5,1,1,8,26.0,0,0.624,0.493,116.3
10,3,0,0,11,28.5,0,0.42,0.486,105.4
13,5,1,0,3,8.4,4,0.163,0.449,36.4
10,2,0,0,12,16.2,2,0.449,0.201,80.6
11,3,0,0,6,4.8,0,0.319,0.533,24.6
5,5,1,0,8,10.6,0,0.194,0.475,45.0
19,1,0,1,11,2.3,3,0.804,0.722,27.4
20,1,0,0,9,15.9,2,0.691,0.26,79.0
19,5,1,1,10,25.6,0,0.598,0.662,115.9
17,1,0,1,4,7.1,0,0.562,0.603,34.1
5,1,0,0,8,9.0,0,0.235,0.399,28.4
20,2,0,0,12,20.3,1,0.298,0.383,80.5
5,0,0,0,5,5.9,1,0.292,0.548,22.1
18,4,0,1,9,7.0,1,0.825,0.629,36.3
13,3,0,0,11,24.8,1,0.1,0.372,89.1
11,3,0,0,10,20.8,0,0.505,0.305,89.3
19,5,1,1,4,9.1,4,0.691,0.503,46.8
17,4,0,1,11,23.7,4,0.983,0.354,128.5
21,2,0,0,12,13.4,3,0.542,0.109,79.0
21,6,1,0,7,14.0,0,0.08,0.441,45.0
8,0,0,1,5,5.7,1,0.767,0.841,27.0
22,3,0,0,3,18.9,1,0.2,0.414,72.1
19,4,0,1,9,6.0,1,0.649,0.772,37.0
19,2,0,1,14,29.6,1,0.624,0.584,140.7
12,3,0,0,14,28.7,0,0.302,0.575,118.2
17,4,0,1,11,24.5,2,0.828,0.904,122.7
10,1,0,0,9,9.3,2,0.451,0.549,48.6
15,2,0,0,9,5.3,2,0.316,0.462,27.7
10,2,0,0,12,25.5,2,0.546,0.424,104.2
8,1,0,1,10,28.6,0,0.56,0.501,112.5
7,4,0,1,7,28.4,1,0.578,0.502,129.5
22,3,0,0,12,2.1,3,0.465,0.347,23.7
20,2,0,0,8,24.9,0,0.177,0.778,78.7
14,5,1,0,7,20.7,3,0.308,0.409,81.5
11,1,0,0,9,22.9,1,0.336,0.437,82.6
19,2,0,1,12,26.1,1,0.565,0.774,107.6
13,6,1,0,8,17.6,1,0.251,0.299,55.5
21,1,0,0,9,10.3,1,0.276,0.392,39.3
11,5,1,0,7,6.7,0,0.187,0.385,22.5
13,1,0,0,10,24.4,2,0.373,0.444,104.7
21,2,0,0,11,5.2,0,0.276,0.432,31.7
5,1,0,0,9,29.6,0,0.265,0.675,115.9
14,6,1,0,8,5.0,1,0.142,0.31,28.2
12,4,0,0,9,13.7,0,0.294,0.247,47.4
6,6,1,0,3,17.3,2,0.269,0.38,67.5
9,1,0,1,6,20.6,1,0.957,0.591,94.3
14,6,1,0,7,17.3,2,0.247,0.518,71.1
17,3,0,1,8,16.3,4,0.95,1.0,96.4
9,4,0,1,4,26.8,1,0.457,0.521,96.9
18,4,0,1,4,12.3,1,0.936,0.805,60.2
9,5,1,1,11,19.5,4,0.65,0.551,116.6
9,1,0,1,7,4.0,4,0.638,0.67,27.7
5,0,0,0,8,20.4,1,0.291,0.617,75.1
20,2,0,0,5,27.0,0,0.412,0.244,96.1
21,1,0,0,6,5.6,4,0.4,0.497,31.1
14,5,1,0,12,15.3,0,0.18,0.131,60.9
16,0,0,0,7,15.5,1,0.433,0.388,66.8
12,6,1,0,11,7.0,1,0.228,0.434,30.9
12,3,0,0,14,20.2,0,0.192,0.179,76.9
8,5,1,1,3,6.7,1,0.438,0.606,28.9
14,5,1,0,3,11.7,0,0.194,0.503,40.0
7,5,1,1,6,26.5,0,0.392,0.629,113.4
15,0,0,0,7,15.4,0,0.471,0.56,63.7
5,1,0,0,3,22.5,0,0.158,0.461,70.9
11,1,0,0,14,28.4,0,0.236,0.379,103.1
15,2,0,0,7,17.6,1,0.187,0.376,60.9
10,2,0,0,14,3.9,1,0.585,0.418,21.6
18,1,0,1,6,28.5,0,0.793,0.632,108.6
19,3,0,1,5,17.4,1,0.455,0.691,72.2
8,2,0,1,5,20.6,2,0.917,0.36,104.7
7,3,0,1,10,14.4,4,0.72,0.499,83.4
12,0,0,0,6,13.0,1,0.089,0.419,48.9
10,5,1,0,14,3.4,1,0.099,0.566,31.1
10,6,1,0,5,4.5,0,0.151,0.251,17.7
16,1,0,0,10,17.0,2,0.695,0.462,83.3
18,5,1,1,11,16.3,1,0.632,0.507,79.8
13,5,1,0,13,27.4,0,0.113,0.343,87.9
15,3,0,0,8,5.7,0,0.555,0.492,27.1
5,2,0,0,5,27.1,0,0.416,0.433,92.6
19,2,0,1,11,25.7,1,0.816,0.848,128.3
8,3,0,1,7,16.9,0,0.413,0.692,67.1
21,2,0,0,11,10.3,3,0.667,0.285,49.0
16,6,1,0,4,13.3,1,0.155,0.388,45.4
20,6,1,0,11,14.0,1,0.057,0.346,51.0
6,1,0,0,10,4.1,0,0.239,0.216,20.6
11,0,0,0,5,21.5,2,0.363,0.543,81.5
8,0,0,1,9,21.6,0,0.566,0.54,82.8
15,0,0,0,6,14.7,2,0.344,0.332,57.8
10,1,0,0,14,9.1,2,0.554,0.32,42.4
9,2,0,1,8,17.6,1,0.572,0.756,67.9
14,2,0,0,6,6.7,1,0.222,0.055,33.8
12,5,1,0,6,2.0,1,0.042,0.309,10.1
16,4,0,0,10,13.5,3,0.39,0.302,66.8
17,0,0,1,7,14.9,3,0.711,0.437,70.0
20,2,0,0,9,19.8,3,0.501,0.495,73.6
15,6,1,0,3,20.1,0,0.22,0.081,57.4
8,5,1,1,6,29.1,0,0.601,0.674,98.9
19,3,0,1,3,20.7,4,0.822,0.597,95.2
11,5,1,0,7,6.9,1,0.21,0.447,31.9
7,0,0,1,13,5.2,0,0.837,0.653,37.6
11,0,0,0,13,12.0,0,0.148,0.572,40.7
14,1,0,0,13,7.7,1,0.255,0.283,39.4
22,5,1,0,9,29.0,0,0.295,0.529,95.3
18,6,1,1,11,21.7,4,0.98,0.927,117.4
9,6,1,1,14,27.7,1,0.784,0.802,154.4
11,5,1,0,12,19.5,0,0.119,0.42,66.3
8,5,1,1,12,12.6,0,0.332,0.752,55.8
10,5,1,0,11,8.4,1,0.212,0.38,36.2
6,4,0,0,11,23.4,2,0.419,0.292,93.8
22,6,1,0,14,4.3,0,0.156,0.277,29.5
10,2,0,0,11,14.6,4,0.328,0.598,63.1
11,3,0,0,14,8.5,0,0.398,0.8,36.8
5,2,0,0,3,29.4,0,0.303,0.288,114.5
21,3,0,0,13,21.6,0,0.217,0.336,94.5
16,1,0,0,4,22.5,0,0.317,0.462,81.1
11,1,0,0,4,25.0,1,0.272,0.223,95.9
20,4,0,0,10,11.3,0,0.228,0.571,39.5
